,2LivingRoomCenterHumidity_temperature,2LivingRoomCenterHumidity_humidity,timestamp
169,16.2,26,2022-01-09 14:43:54.700000+01:00
170,16.25,26,2022-01-09 14:58:50.931000+01:00
171,16.15,26,2022-01-09 15:13:47.240000+01:00
172,16.15,26,2022-01-09 15:28:43.690000+01:00
173,16.1,26,2022-01-09 15:43:40.390000+01:00
174,16.0,26,2022-01-09 15:58:37.151000+01:00
175,15.95,26,2022-01-09 16:13:34.114000+01:00
176,15.95,26,2022-01-09 16:28:31.059000+01:00
177,15.9,26,2022-01-09 16:43:28.146000+01:00
178,16.45,26,2022-01-09 16:58:25.134000+01:00
179,17.65,25,2022-01-09 17:13:18.474000+01:00
180,19.5,26,2022-01-09 17:28:07.079000+01:00
181,20.8,26,2022-01-09 17:42:50.259000+01:00
182,21.8,25,2022-01-09 17:57:29.996000+01:00
183,22.45,25,2022-01-09 18:12:07.624000+01:00
184,22.75,24,2022-01-09 18:26:43.667000+01:00
185,23.25,24,2022-01-09 18:41:18.514000+01:00
186,23.6,23,2022-01-09 18:55:51.978000+01:00
187,23.65,24,2022-01-09 19:10:24.892000+01:00
188,23.6,24,2022-01-09 19:24:57.932000+01:00
189,23.35,24,2022-01-09 19:39:31.553000+01:00
190,23.0,24,2022-01-09 19:54:06.066000+01:00
191,22.7,24,2022-01-09 20:08:41.400000+01:00
192,22.4,24,2022-01-09 20:23:17.507000+01:00
193,22.15,24,2022-01-09 20:37:54.668000+01:00
194,21.9,24,2022-01-09 20:52:32.649000+01:00
195,21.6,25,2022-01-09 21:07:11.621000+01:00
196,21.3,25,2022-01-09 21:21:51.678000+01:00
197,21.05,25,2022-01-09 21:36:32.289000+01:00
198,20.65,25,2022-01-09 21:51:13.770000+01:00
199,20.35,25,2022-01-09 22:05:56.265000+01:00
200,20.15,25,2022-01-09 22:20:39.706000+01:00
201,19.85,25,2022-01-09 22:35:24.080000+01:00
202,19.65,25,2022-01-09 22:50:09.066000+01:00
203,19.35,25,2022-01-09 23:04:54.802000+01:00
204,19.2,25,2022-01-09 23:19:41.201000+01:00
205,19.0,25,2022-01-09 23:34:28.361000+01:00
206,18.8,25,2022-01-09 23:49:15.904000+01:00
207,18.65,25,2022-01-10 00:04:04.106000+01:00
208,18.5,25,2022-01-10 00:18:52.787000+01:00
209,18.4,25,2022-01-10 00:33:41.933000+01:00
210,18.2,25,2022-01-10 00:48:31.633000+01:00
211,18.15,25,2022-01-10 01:03:21.549000+01:00
212,18.05,25,2022-01-10 01:18:11.900000+01:00
213,17.9,25,2022-01-10 01:33:02.681000+01:00
214,17.75,25,2022-01-10 01:47:53.734000+01:00
215,17.65,25,2022-01-10 02:02:45.137000+01:00
216,17.6,25,2022-01-10 02:17:36.884000+01:00
217,17.55,25,2022-01-10 02:32:28.748000+01:00
218,17.5,25,2022-01-10 02:47:20.762000+01:00
219,17.4,25,2022-01-10 03:02:13.037000+01:00
220,17.3,25,2022-01-10 03:17:05.663000+01:00
221,17.2,25,2022-01-10 03:31:58.525000+01:00
222,17.2,25,2022-01-10 03:46:51.330000+01:00
223,17.15,25,2022-01-10 04:01:44.312000+01:00
224,17.05,25,2022-01-10 04:16:37.346000+01:00
225,17.0,25,2022-01-10 04:31:30.697000+01:00
226,16.95,25,2022-01-10 04:46:24.190000+01:00
227,16.85,25,2022-01-10 05:01:17.985000+01:00
228,16.8,25,2022-01-10 05:16:12.375000+01:00
229,16.75,25,2022-01-10 05:31:07.082000+01:00
230,16.7,25,2022-01-10 05:46:01.654000+01:00
231,16.7,26,2022-01-10 06:00:56.369000+01:00
232,16.65,26,2022-01-10 06:15:51.404000+01:00
233,16.6,26,2022-01-10 06:30:46.625000+01:00
234,16.55,26,2022-01-10 06:45:42.014000+01:00
235,16.5,26,2022-01-10 07:00:37.475000+01:00
236,16.5,27,2022-01-10 07:15:32.919000+01:00
237,16.55,28,2022-01-10 07:30:28.374000+01:00
238,16.85,29,2022-01-10 07:45:23.467000+01:00
239,17.95,29,2022-01-10 08:00:16.139000+01:00
240,18.9,29,2022-01-10 08:15:05.253000+01:00
241,19.6,29,2022-01-10 08:29:51.543000+01:00
242,20.05,28,2022-01-10 08:44:36.194000+01:00
243,20.3,28,2022-01-10 08:59:19.935000+01:00
244,20.35,28,2022-01-10 09:14:03.042000+01:00
245,20.4,28,2022-01-10 09:28:45.984000+01:00
246,20.35,27,2022-01-10 09:43:28.867000+01:00
247,20.4,27,2022-01-10 09:58:11.937000+01:00
248,20.55,27,2022-01-10 10:12:54.686000+01:00
249,20.75,27,2022-01-10 10:27:36.367000+01:00
250,20.85,27,2022-01-10 10:42:17.815000+01:00
251,20.85,26,2022-01-10 10:56:59.478000+01:00
252,20.8,26,2022-01-10 11:11:40.860000+01:00
253,20.85,27,2022-01-10 11:26:22.268000+01:00
254,21.1,27,2022-01-10 11:41:03.015000+01:00
255,21.45,27,2022-01-10 11:55:43.175000+01:00
256,21.55,27,2022-01-10 12:10:22.592000+01:00
257,21.6,27,2022-01-10 12:25:01.997000+01:00
258,21.65,28,2022-01-10 12:39:41.155000+01:00
259,21.45,28,2022-01-10 12:54:20.780000+01:00
260,21.2,28,2022-01-10 13:09:00.832000+01:00
261,21.1,28,2022-01-10 13:23:41.583000+01:00
262,21.1,29,2022-01-10 13:38:22.983000+01:00
263,22.35,28,2022-01-10 13:53:01.916000+01:00
264,22.45,28,2022-01-10 14:07:38.313000+01:00
265,22.65,28,2022-01-10 14:22:14.548000+01:00
266,23.2,27,2022-01-10 14:36:49.856000+01:00
267,23.75,27,2022-01-10 14:51:23.645000+01:00
268,24.1,26,2022-01-10 15:05:55.888000+01:00
269,24.5,26,2022-01-10 15:20:27.068000+01:00
270,24.6,26,2022-01-10 15:34:57.636000+01:00
271,24.75,26,2022-01-10 15:49:27.761000+01:00
272,24.6,27,2022-01-10 16:03:58.030000+01:00
273,24.65,28,2022-01-10 16:18:28.383000+01:00
274,24.4,29,2022-01-10 16:32:59.332000+01:00
275,24.3,30,2022-01-10 16:47:30.709000+01:00
276,24.7,29,2022-01-10 17:02:01.614000+01:00
277,24.8,29,2022-01-10 17:16:31.818000+01:00
278,24.9,29,2022-01-10 17:31:01.700000+01:00
279,24.95,29,2022-01-10 17:45:30.962000+01:00
280,24.8,29,2022-01-10 18:00:00.725000+01:00
281,24.5,29,2022-01-10 18:14:31.057000+01:00
282,24.3,31,2022-01-10 18:29:02.043000+01:00
283,23.95,32,2022-01-10 18:43:34.066000+01:00
284,23.6,32,2022-01-10 18:58:07.136000+01:00
285,23.3,32,2022-01-10 19:12:41.310000+01:00
286,22.9,33,2022-01-10 19:27:16.646000+01:00
287,22.6,31,2022-01-10 19:41:53.002000+01:00
288,22.4,30,2022-01-10 19:56:30.109000+01:00
289,22.05,30,2022-01-10 20:11:08.053000+01:00
290,21.7,28,2022-01-10 20:25:46.772000+01:00
291,21.5,28,2022-01-10 20:40:26.086000+01:00
292,21.2,28,2022-01-10 20:55:06.145000+01:00
293,21.1,26,2022-01-10 21:09:46.899000+01:00
294,20.8,27,2022-01-10 21:24:28.545000+01:00
295,20.65,27,2022-01-10 21:39:10.636000+01:00
296,20.5,27,2022-01-10 21:53:53.439000+01:00
297,20.4,26,2022-01-10 22:08:36.436000+01:00
298,20.2,26,2022-01-10 22:23:19.918000+01:00
299,20.05,26,2022-01-10 22:38:04.113000+01:00
300,19.85,26,2022-01-10 22:52:48.804000+01:00
301,19.65,26,2022-01-10 23:07:33.965000+01:00
302,19.55,26,2022-01-10 23:22:19.543000+01:00
303,19.5,26,2022-01-10 23:37:05.576000+01:00
304,19.3,26,2022-01-10 23:51:51.936000+01:00
305,19.2,26,2022-01-11 00:06:38.571000+01:00
306,19.1,26,2022-01-11 00:21:25.578000+01:00
307,19.05,26,2022-01-11 00:36:13.039000+01:00
308,18.85,26,2022-01-11 00:51:00.607000+01:00
309,18.75,26,2022-01-11 01:05:48.539000+01:00
310,18.7,26,2022-01-11 01:20:36.807000+01:00
311,18.65,26,2022-01-11 01:35:25.300000+01:00
312,18.6,26,2022-01-11 01:50:14.087000+01:00
313,18.5,26,2022-01-11 02:05:03.163000+01:00
314,18.45,26,2022-01-11 02:19:52.212000+01:00
315,18.4,26,2022-01-11 02:34:41.865000+01:00
316,18.3,26,2022-01-11 02:49:31.431000+01:00
317,19.05,26,2022-01-11 03:04:19.899000+01:00
318,19.75,25,2022-01-11 03:19:06.065000+01:00
319,20.4,24,2022-01-11 03:33:50.159000+01:00
320,20.95,24,2022-01-11 03:48:32.603000+01:00
321,20.9,24,2022-01-11 04:03:13.723000+01:00
322,20.65,25,2022-01-11 04:17:55.652000+01:00
323,20.3,25,2022-01-11 04:32:38.451000+01:00
324,19.95,26,2022-01-11 04:47:22.485000+01:00
325,19.7,26,2022-01-11 05:02:07.568000+01:00
326,19.5,26,2022-01-11 05:16:53.193000+01:00
327,19.3,26,2022-01-11 05:31:39.725000+01:00
328,19.2,27,2022-01-11 05:46:26.564000+01:00
329,19.05,27,2022-01-11 06:01:13.613000+01:00
330,18.95,27,2022-01-11 06:16:01.182000+01:00
331,18.8,27,2022-01-11 06:30:49.045000+01:00
332,18.75,27,2022-01-11 06:45:37.307000+01:00
333,18.7,27,2022-01-11 07:00:25.644000+01:00
334,18.65,27,2022-01-11 07:15:14.120000+01:00
335,18.6,28,2022-01-11 07:30:02.715000+01:00
336,18.65,30,2022-01-11 07:44:51.637000+01:00
337,18.6,29,2022-01-11 07:59:40.459000+01:00
338,19.0,29,2022-01-11 08:14:28.755000+01:00
339,19.65,28,2022-01-11 08:29:15.176000+01:00
340,20.6,27,2022-01-11 08:43:58.890000+01:00
341,21.35,27,2022-01-11 08:58:40.230000+01:00
342,21.95,27,2022-01-11 09:13:19.611000+01:00
343,22.5,27,2022-01-11 09:27:57.214000+01:00
344,22.75,27,2022-01-11 09:42:33.755000+01:00
345,23.05,28,2022-01-11 09:57:09.237000+01:00
346,23.1,28,2022-01-11 10:11:44.421000+01:00
347,23.1,28,2022-01-11 10:26:19.712000+01:00
348,22.9,28,2022-01-11 10:40:55.394000+01:00
349,22.85,28,2022-01-11 10:55:31.449000+01:00
350,22.65,30,2022-01-11 11:10:07.784000+01:00
351,22.4,29,2022-01-11 11:24:44.580000+01:00
352,22.3,30,2022-01-11 11:39:22.135000+01:00
353,22.1,30,2022-01-11 11:54:00.136000+01:00
354,21.95,34,2022-01-11 12:08:38.662000+01:00
355,22.1,33,2022-01-11 12:23:17.130000+01:00
356,22.4,33,2022-01-11 12:37:55.147000+01:00
357,22.8,36,2022-01-11 12:52:32.277000+01:00
358,23.55,35,2022-01-11 13:07:07.406000+01:00
359,24.1,34,2022-01-11 13:21:40.704000+01:00
360,24.4,32,2022-01-11 13:36:12.424000+01:00
361,24.45,31,2022-01-11 13:50:43.848000+01:00
362,24.5,31,2022-01-11 14:05:15.053000+01:00
363,24.5,31,2022-01-11 14:19:46.308000+01:00
364,24.35,31,2022-01-11 14:34:17.881000+01:00
365,24.15,31,2022-01-11 14:48:49.804000+01:00
366,23.95,32,2022-01-11 15:03:22.467000+01:00
367,23.65,31,2022-01-11 15:17:55.660000+01:00
368,23.5,33,2022-01-11 15:32:29.449000+01:00
369,23.7,35,2022-01-11 15:47:03.633000+01:00
370,24.0,35,2022-01-11 16:01:36.977000+01:00
371,24.45,34,2022-01-11 16:16:09.213000+01:00
372,24.65,33,2022-01-11 16:30:40.287000+01:00
373,24.85,33,2022-01-11 16:45:10.707000+01:00
374,24.85,34,2022-01-11 16:59:41.027000+01:00
375,24.8,34,2022-01-11 17:14:11.502000+01:00
376,24.7,34,2022-01-11 17:28:42.075000+01:00
377,24.65,34,2022-01-11 17:43:12.957000+01:00
378,24.4,32,2022-01-11 17:57:44.544000+01:00
379,24.2,33,2022-01-11 18:12:16.188000+01:00
380,24.05,33,2022-01-11 18:26:48.394000+01:00
381,23.85,33,2022-01-11 18:41:21.132000+01:00
382,23.6,32,2022-01-11 18:55:54.812000+01:00
383,23.45,32,2022-01-11 19:10:29.043000+01:00
384,23.1,32,2022-01-11 19:25:03.790000+01:00
385,23.0,31,2022-01-11 19:39:38.970000+01:00
386,22.85,30,2022-01-11 19:54:14.469000+01:00
387,22.65,30,2022-01-11 20:08:50.708000+01:00
388,22.55,29,2022-01-11 20:23:27.591000+01:00
389,22.35,29,2022-01-11 20:38:05.048000+01:00
390,22.15,29,2022-01-11 20:52:42.866000+01:00
391,22.05,29,2022-01-11 21:07:21.437000+01:00
392,21.9,29,2022-01-11 21:22:00.293000+01:00
393,21.8,29,2022-01-11 21:36:39.708000+01:00
394,21.7,28,2022-01-11 21:51:19.406000+01:00
395,21.65,28,2022-01-11 22:05:59.523000+01:00
396,21.45,28,2022-01-11 22:20:39.957000+01:00
397,21.4,27,2022-01-11 22:35:20.720000+01:00
398,21.3,27,2022-01-11 22:50:01.680000+01:00
399,21.15,27,2022-01-11 23:04:42.979000+01:00
400,21.1,27,2022-01-11 23:19:24.451000+01:00
401,20.95,27,2022-01-11 23:34:06.339000+01:00
402,20.85,27,2022-01-11 23:48:48.565000+01:00
403,20.75,27,2022-01-12 00:03:30.834000+01:00
404,20.7,27,2022-01-12 00:18:13.528000+01:00
405,20.65,27,2022-01-12 00:32:56.285000+01:00
406,20.55,27,2022-01-12 00:47:39.297000+01:00
407,20.45,27,2022-01-12 01:02:22.884000+01:00
408,20.4,27,2022-01-12 01:17:06.645000+01:00
409,20.2,27,2022-01-12 01:31:50.823000+01:00
410,20.1,27,2022-01-12 01:46:35.461000+01:00
411,19.95,26,2022-01-12 02:01:20.288000+01:00
412,19.9,26,2022-01-12 02:16:05.345000+01:00
413,19.8,26,2022-01-12 02:30:50.619000+01:00
414,19.7,26,2022-01-12 02:45:36.544000+01:00
415,19.6,26,2022-01-12 03:00:22.786000+01:00
416,19.55,26,2022-01-12 03:15:08.710000+01:00
417,19.45,26,2022-01-12 03:29:54.836000+01:00
418,19.3,27,2022-01-12 03:44:41.530000+01:00
419,19.3,27,2022-01-12 03:59:28.275000+01:00
420,19.15,27,2022-01-12 04:14:15.619000+01:00
421,19.2,27,2022-01-12 04:29:03.122000+01:00
422,19.1,27,2022-01-12 04:43:50.994000+01:00
423,19.0,27,2022-01-12 04:58:38.919000+01:00
424,18.95,27,2022-01-12 05:13:26.960000+01:00
425,18.85,27,2022-01-12 05:28:15.244000+01:00
426,18.7,27,2022-01-12 05:43:03.738000+01:00
427,18.75,27,2022-01-12 05:57:52.520000+01:00
428,18.7,27,2022-01-12 06:12:41.465000+01:00
429,18.6,27,2022-01-12 06:27:30.388000+01:00
430,18.6,28,2022-01-12 06:42:19.639000+01:00
431,18.7,29,2022-01-12 06:57:08.926000+01:00
432,18.65,31,2022-01-12 07:11:57.831000+01:00
433,19.0,31,2022-01-12 07:26:46.428000+01:00
434,19.6,32,2022-01-12 07:41:33.493000+01:00
435,20.1,32,2022-01-12 07:56:18.821000+01:00
436,20.3,32,2022-01-12 08:11:03.016000+01:00
437,20.55,32,2022-01-12 08:25:46.507000+01:00
438,20.7,32,2022-01-12 08:40:29.429000+01:00
439,20.85,32,2022-01-12 08:55:12.002000+01:00
440,21.0,32,2022-01-12 09:09:53.880000+01:00
441,21.15,33,2022-01-12 09:24:35.356000+01:00
442,20.9,33,2022-01-12 09:39:16.809000+01:00
443,20.7,33,2022-01-12 09:53:58.940000+01:00
444,20.6,35,2022-01-12 10:08:41.773000+01:00
445,20.45,36,2022-01-12 10:23:24.874000+01:00
446,20.4,36,2022-01-12 10:38:08.459000+01:00
447,20.35,36,2022-01-12 10:52:52.326000+01:00
448,20.3,37,2022-01-12 11:07:36.009000+01:00
449,20.15,37,2022-01-12 11:22:20.045000+01:00
450,20.1,37,2022-01-12 11:37:04.333000+01:00
451,20.1,37,2022-01-12 11:51:48.864000+01:00
452,20.05,38,2022-01-12 12:06:33.353000+01:00
453,20.0,38,2022-01-12 12:21:18.081000+01:00
454,19.95,38,2022-01-12 12:36:02.823000+01:00
455,19.85,38,2022-01-12 12:50:47.741000+01:00
456,19.85,38,2022-01-12 13:05:32.761000+01:00
457,19.85,39,2022-01-12 13:20:17.955000+01:00
458,19.8,39,2022-01-12 13:35:03.403000+01:00
459,19.8,39,2022-01-12 13:49:48.900000+01:00
460,19.75,39,2022-01-12 14:04:34.241000+01:00
461,19.75,39,2022-01-12 14:19:19.572000+01:00
462,19.85,39,2022-01-12 14:34:04.982000+01:00
463,19.8,40,2022-01-12 14:48:50.174000+01:00
464,19.8,40,2022-01-12 15:03:35.242000+01:00
465,19.95,40,2022-01-12 15:18:20.417000+01:00
466,19.95,39,2022-01-12 15:33:05.497000+01:00
467,19.9,39,2022-01-12 15:47:50.633000+01:00
468,19.95,39,2022-01-12 16:02:35.621000+01:00
469,19.85,39,2022-01-12 16:17:20.617000+01:00
470,20.55,39,2022-01-12 16:32:05.268000+01:00
471,21.5,37,2022-01-12 16:46:47.053000+01:00
472,22.35,37,2022-01-12 17:01:26.279000+01:00
473,22.25,37,2022-01-12 17:16:03.617000+01:00
474,22.05,38,2022-01-12 17:30:41.852000+01:00
475,21.75,38,2022-01-12 17:45:21.087000+01:00
476,21.65,39,2022-01-12 18:00:00.838000+01:00
477,21.4,39,2022-01-12 18:14:41.027000+01:00
478,21.35,39,2022-01-12 18:29:21.428000+01:00
479,21.15,38,2022-01-12 18:44:02.436000+01:00
480,21.05,38,2022-01-12 18:58:44.200000+01:00
481,20.9,39,2022-01-12 19:13:26.238000+01:00
482,20.75,39,2022-01-12 19:28:08.676000+01:00
483,20.65,40,2022-01-12 19:42:51.391000+01:00
484,20.6,41,2022-01-12 19:57:34.276000+01:00
485,20.55,41,2022-01-12 20:12:17.534000+01:00
486,20.45,41,2022-01-12 20:27:00.635000+01:00
487,20.35,42,2022-01-12 20:41:44.028000+01:00
488,20.25,42,2022-01-12 20:56:27.786000+01:00
489,20.25,42,2022-01-12 21:11:11.743000+01:00
490,20.15,42,2022-01-12 21:25:55.836000+01:00
491,20.15,42,2022-01-12 21:40:40.258000+01:00
492,20.1,43,2022-01-12 21:55:24.571000+01:00
493,20.1,43,2022-01-12 22:10:09.138000+01:00
494,20.1,43,2022-01-12 22:24:53.710000+01:00
495,19.95,43,2022-01-12 22:39:38.554000+01:00
